group,resource country,organization country,resource,role,activity,impact,product,timestamp,case
Org line A2,Sweden,se,Henrik,A2_2,Accepted,Medium,PROD48,2010/3/2 13:07,1-354090772
Org line A2,POLAND,se,Ewa,A2_2,Accepted,Medium,PROD48,2010/3/2 13:07,1-354090772
Org line A2,POLAND,se,Ewa,A2_2,Accepted,Medium,PROD48,2010/3/2 13:11,1-354090772
Org line A2,POLAND,se,Katarzyna,A2_2,Accepted,Medium,PROD48,2011/4/11 6:48,1-354090772
Org line A2,POLAND,se,Damian,A2_2,Accepted,Medium,PROD48,2011/4/11 7:08,1-354090772
Org line A2,POLAND,se,Damian,A2_2,Accepted,Medium,PROD48,2011/11/23 10:55,1-354090772
Org line A2,POLAND,se,Damian,A2_2,Completed,Medium,PROD48,2012/1/19 7:56,1-354090772
Org line C,Sweden,se,Niclas,C_5,Accepted,Major,PROD597,2012/4/29 8:41,1-735881798
Org line C,Sweden,se,Niclas,C_5,Accepted,Major,PROD597,2012/4/29 8:42,1-735881798
Org line C,Sweden,se,Victoria,C_5,Accepted,Major,PROD597,2012/5/23 11:18,1-735881798
Org line C,Sweden,se,Niclas,C_5,Accepted,Major,PROD597,2012/5/23 11:20,1-735881798
Org line C,Sweden,se,Niclas,C_5,Completed,Major,PROD597,2012/5/23 11:21,1-735881798
Org line G3,USA,us,Carolyn,C_5,Accepted,Medium,PROD96,2010/6/1 10:19,1-377083756
Org line G3,USA,us,Carolyn,C_5,Queued,Medium,PROD96,2010/6/1 10:34,1-377083756
Org line G3,Sweden,us,Kannan,C_5,Accepted,Medium,PROD96,2010/6/1 15:19,1-377083756
Org line G3,USA,us,Carolyn,C_5,Accepted,Medium,PROD96,2010/6/1 15:19,1-377083756
Org line A2,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD96,2010/6/11 17:35,1-377083756
Org line A2,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD96,2010/6/11 17:38,1-377083756
Org line A2,Sweden,us,Pontus,A2_2,Accepted,Medium,PROD96,2010/6/14 15:29,1-377083756
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD96,2010/6/15 15:40,1-377083756
Org line A2,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD96,2010/6/15 18:06,1-377083756
Org line G3,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD96,2010/6/15 18:08,1-377083756
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD96,2010/6/15 18:08,1-377083756
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD96,2012/2/2 21:50,1-377083756
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD96,2012/2/2 21:51,1-377083756
Org line G4,Sweden,se,Per,A2_2,Accepted,Low,PROD374,2010/9/23 17:58,1-404084309
Org line G4,Sweden,se,Per,A2_2,Accepted,Low,PROD374,2011/1/14 13:54,1-404084309
Org line G4,Sweden,se,Per,A2_2,Accepted,Low,PROD374,2012/2/29 14:32,1-404084309
Org line G4,Sweden,se,Per,A2_2,Completed,Low,PROD374,2012/2/29 14:32,1-404084309
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2012/4/2 13:07,1-707053152
Org line A2,Sweden,se,Lisbeth,A2_5,Completed,Medium,PROD320,2012/5/7 7:18,1-707053152
Org line C,Sweden,se,Curt,E_1,Queued,High,PROD24,2011/6/28 14:57,1-537311033
Org line C,Sweden,se,Curt,C_1,Accepted,High,PROD24,2011/8/25 14:31,1-537311033
Org line C,Sweden,se,Curt,C_1,Completed,High,PROD24,2012/1/18 12:18,1-537311033
Org line A2,Sweden,se,P?r,A2_5,Accepted,Medium,PROD320,2011/12/14 8:45,1-623354971
Org line A2,Sweden,se,P?r,A2_5,Accepted,Medium,PROD320,2011/12/14 8:51,1-623354971
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2012/4/17 8:16,1-623354971
Org line A2,Sweden,se,Lisbeth,A2_5,Completed,Medium,PROD320,2012/4/17 8:16,1-623354971
Org line C,Belgium,fr,Peter,E_1,Queued,Major,PROD816,2012/5/2 15:57,1-738626601
Org line C,France,fr,Raphael,C_1,Accepted,Major,PROD816,2012/5/2 15:57,1-738626601
Org line C,France,fr,Celine,V3_3,Accepted,Major,PROD816,2012/5/2 16:04,1-738626601
Org line C,France,fr,Celine,V3_3,Completed,Major,PROD816,2012/5/25 16:42,1-738626601
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2011/12/14 11:24,1-623521280
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2012/2/6 11:02,1-623521280
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2012/2/6 16:05,1-623521280
Org line A2,Sweden,se,Lisbeth,A2_5,Completed,Medium,PROD320,2012/3/9 14:45,1-623521280
Org line G3,USA,us,Carolyn,A2_5,Accepted,Medium,PROD97,2011/3/3 11:21,1-505443989
Org line G3,USA,us,Carolyn,A2_5,Queued,Medium,PROD97,2011/3/3 11:25,1-505443989
Org line G3,Sweden,us,Santhosh,A2_5,Accepted,Medium,PROD97,2011/3/3 11:29,1-505443989
Org line G3,USA,us,Carolyn,A2_5,Accepted,Medium,PROD97,2011/3/3 11:31,1-505443989
Org line G3,POLAND,us,Ewa,A2_5,Accepted,Medium,PROD97,2012/1/30 12:07,1-505443989
Org line G3,POLAND,us,Ewa,A2_5,Completed,Medium,PROD97,2012/1/30 12:08,1-505443989
Org line C,France,fr,Nicolas,C_6,Accepted,High,PROD804,2011/10/18 14:37,1-589421537
Org line C,France,fr,Nicolas,C_6,Completed,High,PROD804,2012/3/30 10:43,1-589421537
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/9/14 12:43,1-574162627
Org line G3,USA,us,Carolyn,C_6,Queued,Medium,PROD97,2011/9/14 12:52,1-574162627
Org line G3,Sweden,us,SV,C_6,Accepted,Medium,PROD97,2011/9/14 12:56,1-574162627
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/9/14 12:56,1-574162627
Org line G3,POLAND,us,Ewa,C_6,Accepted,Medium,PROD97,2012/1/31 7:55,1-574162627
Org line G3,POLAND,us,Ewa,C_6,Completed,Medium,PROD97,2012/1/31 7:56,1-574162627
Org line G4,Sweden,se,Eric,E_8,Accepted,Medium,PROD374,2011/10/3 12:50,1-580325905
Org line G4,Sweden,se,Eric,E_8,Completed,Medium,PROD374,2012/1/9 9:30,1-580325905
Org line V2,Sweden,se,Eva,E_8,Accepted,Medium,PROD451,2010/3/11 9:02,1-359781492
Org line V2,Sweden,se,Eva,E_8,Completed,Medium,PROD451,2012/3/15 13:27,1-359781492
Org line C,USA,us,Robert,E_4,Queued,High,PROD793,2011/11/1 15:12,1-599626401
Org line C,USA,us,Joshua,E_4,Accepted,High,PROD793,2011/11/7 7:23,1-599626401
Org line C,USA,us,Robert,E_4,Accepted,High,PROD793,2012/1/6 17:54,1-599626401
Org line C,USA,us,Robert,E_4,Completed,High,PROD793,2012/1/6 17:56,1-599626401
Org line G3,POLAND,us,Ewa,E_4,Accepted,High,PROD97,2012/5/13 15:54,1-744436853
Org line G3,POLAND,us,Ewa,E_4,Completed,High,PROD97,2012/5/13 16:01,1-744436853
Org line A2,Sweden,se,Michael,A2_4,Accepted,Medium,PROD563,2011/5/4 12:57,1-523027945
Org line A2,Sweden,se,Michael,A2_4,Accepted,Medium,PROD563,2012/4/25 11:54,1-523027945
Org line A2,Sweden,se,Michael,A2_4,Completed,Medium,PROD563,2012/4/25 11:55,1-523027945
Org line G3,USA,us,Carolyn,A2_4,Accepted,Low,PROD95,2010/4/16 16:34,1-367648732
Org line G3,USA,us,Carolyn,A2_4,Queued,Low,PROD95,2010/4/16 16:42,1-367648732
Org line G3,Sweden,us,Naga,A2_4,Accepted,Low,PROD95,2010/4/16 23:40,1-367648732
Org line G3,USA,us,Carolyn,A2_4,Accepted,Low,PROD95,2010/4/16 23:42,1-367648732
Org line G3,POLAND,us,Ewa,A2_4,Accepted,Low,PROD95,2012/1/30 11:43,1-367648732
Org line G3,POLAND,us,Ewa,A2_4,Completed,Low,PROD95,2012/1/30 11:44,1-367648732
Org line F,Sweden,se,Craig,A2_4,Accepted,Low,PROD812,2011/11/1 0:38,1-599158067
Org line F,Sweden,se,Craig,A2_4,Queued,Low,PROD812,2011/11/1 0:42,1-599158067
Org line F,Sweden,se,Lennart,A2_4,Accepted,Low,PROD812,2011/11/1 6:57,1-599158067
Org line F,Sweden,se,Johan,A2_4,Accepted,Low,PROD812,2011/11/1 8:18,1-599158067
Org line F,Sweden,se,Johan,A2_4,Completed,Low,PROD812,2012/1/4 11:36,1-599158067
Org line C,Sweden,be,Jon,E_1,Accepted,Low,PROD715,2012/3/26 2:39,1-702103380
Org line C,Sweden,be,Jon,E_1,Accepted,Low,PROD715,2012/3/26 2:45,1-702103380
Org line C,Sweden,be,Jon,E_1,Completed,Low,PROD715,2012/3/26 2:45,1-702103380
Org line A2,Sweden,se,P?r,A2_5,Accepted,Medium,PROD461,2012/2/6 9:32,1-659239126
Org line A2,Sweden,se,P?r,A2_5,Accepted,Medium,PROD461,2012/2/6 9:34,1-659239126
Org line A2,Sweden,se,P?r,A2_5,Completed,Medium,PROD461,2012/4/24 14:29,1-659239126
Org line C,INDIA,in,Venkanna,E_8,Accepted,Major,PROD476,2012/4/18 8:19,1-722041657
Org line C,INDIA,in,Venkanna,E_8,Completed,Major,PROD476,2012/4/23 8:52,1-722041657
Org line A2,Sweden,se,Akanksha,A2_2,Accepted,Low,PROD215,2012/3/7 10:43,1-694354058
Org line A2,Sweden,se,Akanksha,A2_2,Queued,Low,PROD215,2012/3/7 10:56,1-694354058
Org line C,Sweden,se,Gunnar,C_1,Queued,Low,PROD215,2012/3/9 10:11,1-694354058
Org line C,Sweden,se,Gunnar,C_1,Accepted,Low,PROD215,2012/3/20 9:16,1-694354058
Org line C,Sweden,se,Gunnar,C_1,Completed,Low,PROD215,2012/3/20 10:16,1-694354058
Org line C,Sweden,se,Leif,E_10,Accepted,High,PROD646,2012/2/9 15:36,1-663851111
Org line C,Sweden,se,Leif,E_10,Completed,High,PROD646,2012/3/1 9:40,1-663851111
Org line G4,Sweden,se,Daniel,E_10,Accepted,Medium,PROD410,2010/3/3 18:25,1-358038911
Org line G4,Sweden,se,Daniel,E_10,Unmatched,Medium,PROD410,2010/3/11 14:44,1-358038911
Org line G4,Sweden,se,Daniel,E_10,Accepted,Medium,PROD410,2010/8/16 9:54,1-358038911
Org line G4,Sweden,se,Daniel,E_10,Accepted,Medium,PROD410,2010/8/16 10:13,1-358038911
Org line G4,Sweden,se,Helene,E_10,Accepted,Medium,PROD410,2012/1/17 6:59,1-358038911
Org line G4,Sweden,se,Helene,E_10,Completed,Medium,PROD410,2012/1/17 6:59,1-358038911
Org line F,Sweden,us,Craig,C_6,Queued,High,PROD437,2012/2/1 18:48,1-657412381
Org line F,Sweden,us,Stefan,C_6,Accepted,High,PROD437,2012/2/2 8:11,1-657412381
Org line F,Sweden,us,Stefan,C_6,Completed,High,PROD437,2012/2/8 7:07,1-657412381
Org line C,USA,us,Kymaria,V3_3,Accepted,High,PROD437,2012/3/22 18:24,1-657412381
Org line C,USA,us,Kymaria,V3_3,Completed,High,PROD437,2012/3/28 13:29,1-657412381
Org line G3,USA,us,Carolyn,V3_3,Accepted,Medium,PROD98,2011/5/31 11:20,1-530147896
Org line G3,USA,us,Carolyn,V3_3,Queued,Medium,PROD98,2011/5/31 11:22,1-530147896
Org line G3,Sweden,us,Padmanabha,V3_3,Accepted,Medium,PROD98,2011/5/31 18:58,1-530147896
Org line G3,USA,us,Carolyn,V3_3,Accepted,Medium,PROD98,2011/5/31 18:58,1-530147896
Org line A2,Sweden,us,Hannes,A2_2,Queued,Medium,PROD98,2011/6/23 21:20,1-530147896
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/6/23 21:22,1-530147896
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2011/6/28 9:29,1-530147896
Org line G3,Sweden,us,Santhosh,A2_2,Accepted,Medium,PROD98,2011/6/29 2:21,1-530147896
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2011/6/29 2:21,1-530147896
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/2/2 20:51,1-530147896
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/2/2 20:52,1-530147896
Org line A2,POLAND,pl,Dawid,A2_3,Accepted,Medium,PROD791,2011/11/23 14:01,1-615224713
Org line A2,POLAND,pl,Dawid,A2_3,Completed,Medium,PROD791,2012/1/13 12:26,1-615224713
Org line C,Sweden,se,Gitt,E_2,Accepted,Low,PROD329,2011/11/10 10:46,1-605728578
Org line C,Sweden,se,Gitt,E_2,Accepted,Low,PROD329,2011/11/10 10:52,1-605728578
Org line C,Sweden,se,Gitt,E_2,Completed,Low,PROD329,2012/1/9 12:36,1-605728578
Org line G1,Sweden,se,Karin,E_6,Accepted,Major,PROD292,2012/1/9 6:56,1-636789520
Org line G1,Sweden,se,Karin,E_6,Completed,Major,PROD292,2012/2/20 7:57,1-636789520
Org line C,Mexico,mx,Cesar,E_6,Accepted,Medium,PROD572,2012/2/2 20:56,1-658259614
Org line C,Mexico,mx,Cesar,E_6,Completed,Medium,PROD572,2012/2/2 21:21,1-658259614
Org line G3,POLAND,us,Ewa,E_6,Accepted,Medium,PROD97,2012/4/18 12:18,1-722334217
Org line G3,POLAND,us,Ewa,E_6,Completed,Medium,PROD97,2012/4/18 12:24,1-722334217
Org line G4,Sweden,se,Peter,E_6,Accepted,Low,PROD286,2011/8/9 15:54,1-546693092
Org line G4,Sweden,se,Peter,E_6,Completed,Low,PROD286,2012/1/3 15:04,1-546693092
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/1/13 11:26,1-641243011
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/1/13 11:30,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Accepted,Medium,PROD236,2012/2/1 11:00,1-641243011
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/2/1 11:53,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Accepted,Medium,PROD236,2012/2/2 11:20,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Completed,Medium,PROD236,2012/2/2 11:22,1-641243011
Org line A2,France,fr,Veronique,A2_5,Accepted,High,PROD230,2011/3/2 14:18,1-505194015
Org line A2,France,fr,Veronique,A2_5,Completed,High,PROD230,2012/1/12 10:43,1-505194015
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:50,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:51,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:51,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/8 13:56,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2012/5/23 11:48,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Completed,Medium,PROD348,2012/5/28 5:16,1-603537274
Org line G3,POLAND,us,Ewa,E_4,Accepted,High,PROD97,2012/3/14 7:56,1-697249225
Org line G3,POLAND,us,Ewa,E_4,Completed,High,PROD97,2012/3/14 8:04,1-697249225
Org line A2,POLAND,pl,Marcin,A2_3,Accepted,Medium,PROD791,2012/1/23 13:39,1-650241321
Org line A2,POLAND,pl,Marcin,A2_3,Completed,Medium,PROD791,2012/4/13 9:36,1-650241321
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/8/30 13:57,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Queued,Low,PROD566,2011/8/30 14:01,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/11/9 13:57,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/11/9 13:57,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Completed,Low,PROD566,2012/5/31 12:15,1-564433915
Org line G4,Sweden,se,Peter,A2_1,Accepted,Low,PROD286,2011/8/11 7:59,1-548188833
Org line G4,Sweden,se,Peter,A2_1,Completed,Low,PROD286,2012/1/4 14:40,1-548188833
Org line C,Sweden,se,Karl,E_7,Accepted,Medium,PROD671,2012/5/30 12:55,1-752134249
Org line C,Sweden,se,Karl,E_7,Completed,Medium,PROD671,2012/5/30 13:04,1-752134249
Org line C,Belgium,se,Steve,E_10,Accepted,Medium,PROD646,2012/3/12 11:47,1-696057890
Org line C,Belgium,se,Steve,E_10,Completed,Medium,PROD646,2012/4/25 12:06,1-696057890
Org line G3,POLAND,us,Ewa,E_10,Accepted,Medium,PROD97,2012/4/4 13:05,1-708833963
Org line G3,POLAND,us,Ewa,E_10,Completed,Medium,PROD97,2012/4/4 14:33,1-708833963
Org line G3,USA,us,Carolyn,E_10,Accepted,Medium,PROD98,2010/11/8 10:27,1-417868043
Org line G3,USA,us,Carolyn,E_10,Queued,Medium,PROD98,2010/11/8 10:30,1-417868043
Org line G3,Sweden,us,Kannan,E_10,Accepted,Medium,PROD98,2010/11/8 10:55,1-417868043
Org line G3,USA,us,Carolyn,E_10,Accepted,Medium,PROD98,2010/11/8 10:55,1-417868043
Org line G3,Sweden,us,Santhosh,E_10,Accepted,Medium,PROD98,2010/11/11 14:18,1-417868043
Org line G3,Sweden,us,Santhosh,E_10,Accepted,Medium,PROD98,2010/11/11 14:20,1-417868043
Org line A2,Sweden,us,Niklas,A2_2,Queued,Medium,PROD98,2010/11/11 14:20,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/11 14:21,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/16 7:54,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/16 8:00,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2011/2/9 10:54,1-417868043
Org line A2,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD98,2011/2/16 10:45,1-417868043
Org line A2,Sweden,us,Hannes,A2_2,Queued,Medium,PROD98,2011/2/16 10:45,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/2/16 10:46,1-417868043
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD98,2011/2/16 10:54,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2011/2/16 10:55,1-417868043
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/1/30 12:05,1-417868043
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/1/30 12:06,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2010/10/14 14:01,1-409247778
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD97,2010/10/14 14:05,1-409247778
Org line G3,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD97,2010/10/15 10:48,1-409247778
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2010/10/15 10:48,1-409247778
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD97,2012/2/4 9:54,1-409247778
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD97,2012/2/4 10:10,1-409247778
Org line C,France,be,Nicolas,E_3,Accepted,Major,PROD436,2010/12/6 18:10,1-427614010
Org line C,France,be,Nicolas,E_3,Completed,Major,PROD436,2012/3/19 13:29,1-427614010
Org line A2,Sweden,in,Somil,D_1,Accepted,Medium,PROD611,2011/2/28 14:04,1-504498907
Org line A2,Sweden,in,Somil,D_1,Completed,Medium,PROD611,2012/1/3 12:45,1-504498907
Org line C,INDIA,in,-,E_7,Accepted,Low,PROD424,2011/12/22 16:18,1-628203323
Org line C,INDIA,in,-,E_7,Accepted,Low,PROD424,2011/12/22 16:21,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2011/12/26 15:36,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2011/12/27 10:05,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2012/1/17 20:43,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2012/4/3 20:11,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Completed,Low,PROD424,2012/5/8 1:29,1-628203323
Org line C,Sweden,se,Ingemar,E_9,Accepted,High,PROD277,2012/1/20 15:03,1-648807492
Org line C,Sweden,se,Ingemar,E_9,Completed,High,PROD277,2012/1/25 14:13,1-648807492
Org line A2,Brazil,se,Carlos,A2_3,Accepted,High,PROD412,2011/10/3 20:02,1-580464971
Org line A2,Brazil,se,Carlos,A2_3,Queued,High,PROD412,2011/12/9 11:34,1-580464971
Org line B,Brazil,se,Thiago,E_6,Accepted,High,PROD412,2011/12/19 12:54,1-580464971
Org line A2,Sweden,se,Viktoria,A2_3,Queued,High,PROD412,2011/12/19 13:01,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Accepted,High,PROD412,2012/2/20 9:37,1-580464971
Org line G4,Sweden,se,Adam,A2_3,Accepted,High,PROD412,2012/2/20 9:41,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Accepted,High,PROD412,2012/2/21 14:54,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Completed,High,PROD412,2012/2/21 14:54,1-580464971
Org line C,Sweden,be,Karin,C_1,Accepted,Medium,PROD744,2012/4/18 8:38,1-722098557
Org line C,Sweden,be,Karin,C_1,Completed,Medium,PROD744,2012/5/4 11:01,1-722098557
Org line A2,POLAND,kr,Piotr,D_1,Queued,Medium,PROD594,2011/11/15 20:22,1-608036754
Org line A2,POLAND,kr,Jacek,D_1,Queued,Medium,PROD594,2011/11/18 12:25,1-608036754
Org line A2,POLAND,kr,Jacek,D_1,Accepted,Medium,PROD594,2011/11/21 12:18,1-608036754
Org line A2,POLAND,kr,Jacek,D_1,Accepted,Medium,PROD594,2011/11/21 12:20,1-608036754
Org line A2,POLAND,kr,Justyna,D_1,Accepted,Medium,PROD594,2012/1/24 8:56,1-608036754
Org line A2,POLAND,kr,Justyna,D_1,Completed,Medium,PROD594,2012/2/13 9:17,1-608036754
Org line C,INDIA,in,Kiran,E_8,Accepted,High,PROD597,2012/1/17 13:10,1-643468705
Org line C,INDIA,in,Kiran,E_8,Completed,High,PROD597,2012/1/17 13:14,1-643468705
Org line C,INDIA,in,Kiran,E_8,Accepted,High,PROD597,2012/2/2 15:50,1-643468705
Org line C,INDIA,in,Kiran,E_8,Completed,High,PROD597,2012/2/2 15:51,1-643468705
Org line C,Sweden,gb,Mats,E_4,Accepted,Medium,PROD793,2010/1/14 14:02,1-345255471
Org line C,Sweden,gb,Mats,E_4,Queued,Medium,PROD793,2010/1/15 14:10,1-345255471
Org line C,Sweden,gb,Mats,E_4,Queued,Medium,PROD793,2011/9/23 13:06,1-345255471
Org line C,Sweden,gb,Mats,E_4,Accepted,Medium,PROD793,2012/2/8 7:11,1-345255471
Org line C,Sweden,gb,Mats,E_4,Completed,Medium,PROD793,2012/2/8 7:14,1-345255471
Org line C,Sweden,se,Edo,E_6,Accepted,High,PROD101,2010/11/2 12:25,1-415946366
Org line C,Sweden,se,Edo,E_6,Accepted,High,PROD101,2010/11/2 12:26,1-415946366
Org line C,Sweden,se,Henrik,E_6,Accepted,High,PROD101,2012/2/17 14:42,1-415946366
Org line C,Sweden,se,Henrik,E_6,Completed,High,PROD101,2012/2/17 14:42,1-415946366
Org line G4,Sweden,se,Gustav,E_6,Accepted,High,PROD412,2011/5/18 7:46,1-526647987
Org line G4,Sweden,se,Gustav,E_6,Accepted,High,PROD412,2012/2/21 14:20,1-526647987
Org line G4,Sweden,se,Gustav,E_6,Completed,High,PROD412,2012/2/21 14:20,1-526647987
Org line A2,China,se,Yue,A2_5,Accepted,Major,PROD92,2011/11/28 9:16,1-617389027
Org line A2,China,se,Yue,A2_5,Accepted,Major,PROD92,2011/11/30 1:11,1-617389027
Org line A2,China,se,Yue,A2_5,Completed,Major,PROD92,2012/1/5 1:06,1-617389027
Org line C,INDIA,us,Mahesh,E_8,Accepted,Low,PROD476,2012/2/16 8:51,1-678755621
Org line C,INDIA,us,Mahesh,E_8,Queued,Low,PROD476,2012/2/16 8:57,1-678755621
Org line C,INDIA,us,Pradeesh,E_8,Accepted,Low,PROD476,2012/2/27 10:01,1-678755621
Org line C,INDIA,us,Pradeesh,E_8,Accepted,Low,PROD476,2012/2/27 15:46,1-678755621
Org line C,USA,us,William,E_1,Queued,Low,PROD476,2012/3/16 15:56,1-678755621
