group,resource country,organization country,resource,role,activity,impact,product,timestamp,case
Org line G3,POLAND,us,Ewa,A2_4,Accepted,Low,PROD95,2012/1/30 11:43,1-367648732
Org line G3,POLAND,us,Ewa,A2_4,Completed,Low,PROD95,2012/1/30 11:44,1-367648732
Org line F,Sweden,se,Craig,A2_4,Accepted,Low,PROD812,2011/11/1 0:38,1-599158067
Org line F,Sweden,se,Craig,A2_4,Queued,Low,PROD812,2011/11/1 0:42,1-599158067
Org line F,Sweden,se,Lennart,A2_4,Accepted,Low,PROD812,2011/11/1 6:57,1-599158067
Org line F,Sweden,se,Johan,A2_4,Accepted,Low,PROD812,2011/11/1 8:18,1-599158067
Org line F,Sweden,se,Johan,A2_4,Completed,Low,PROD812,2012/1/4 11:36,1-599158067
Org line G4,Sweden,se,Roland,A2_4,Accepted,Medium,PROD374,2012/3/8 9:24,1-694794065
Org line G4,Sweden,se,Roland,A2_4,Accepted,Medium,PROD374,2012/3/8 9:26,1-694794065
Org line G4,Sweden,se,Roland,A2_4,Accepted,Medium,PROD374,2012/3/8 11:37,1-694794065
Org line G4,Sweden,se,Roland,A2_4,Completed,Medium,PROD374,2012/3/22 13:27,1-694794065
Org line G4,Sweden,se,Rickard,A2_4,Accepted,Low,PROD448,2011/11/15 13:15,1-607840637
Org line G4,Sweden,se,Rickard,A2_4,Completed,Low,PROD448,2012/1/27 12:46,1-607840637
Org line A2,Sweden,se,P?r,A2_5,Accepted,Medium,PROD461,2012/2/6 9:32,1-659239126
Org line A2,Sweden,se,P?r,A2_5,Accepted,Medium,PROD461,2012/2/6 9:34,1-659239126
Org line A2,Sweden,se,P?r,A2_5,Completed,Medium,PROD461,2012/4/24 14:29,1-659239126
Org line A2,France,fr,Veronique,A2_5,Accepted,High,PROD230,2011/6/21 8:47,1-535393553
Org line A2,France,fr,Veronique,A2_5,Completed,High,PROD230,2012/1/12 10:45,1-535393553
Org line G4,Sweden,se,Mikael,A2_5,Accepted,High,PROD374,2012/1/7 10:40,1-636501102
Org line G4,Sweden,se,Mikael,A2_5,Completed,High,PROD374,2012/1/30 17:01,1-636501102
Org line C,INDIA,in,Venkanna,E_8,Accepted,Major,PROD476,2012/4/18 8:19,1-722041657
Org line C,INDIA,in,Venkanna,E_8,Completed,Major,PROD476,2012/4/23 8:52,1-722041657
Org line C,Sweden,se,Ann-Charlotte,E_10,Accepted,Medium,PROD104,2011/11/2 9:38,1-600506847
Org line C,Sweden,se,Ann-Charlotte,E_10,Queued,Medium,PROD104,2011/11/2 9:49,1-600506847
Org line C,Sweden,se,Anders,E_10,Accepted,Medium,PROD104,2011/11/16 8:54,1-600506847
Org line C,Sweden,se,Peter,E_10,Queued,Medium,PROD104,2011/11/16 9:49,1-600506847
Org line C,Sweden,se,Mica,C_6,Queued,Medium,PROD104,2011/11/16 9:54,1-600506847
Org line C,Sweden,se,Mica,C_6,Accepted,Medium,PROD104,2011/11/17 6:43,1-600506847
Org line C,Sweden,se,M?rten,C_6,Accepted,Medium,PROD104,2011/11/17 8:13,1-600506847
Org line C,Sweden,se,Peter,E_10,Queued,Medium,PROD104,2011/11/17 8:17,1-600506847
Org line C,Sweden,se,Magnus,E_10,Accepted,Medium,PROD104,2011/11/17 8:18,1-600506847
Org line C,Sweden,se,Mica,C_6,Queued,Medium,PROD104,2011/11/17 13:29,1-600506847
Org line C,Sweden,se,Erik,C_6,Accepted,Medium,PROD104,2011/11/17 13:46,1-600506847
Org line C,Sweden,se,Vikingur,C_6,Accepted,Medium,PROD104,2011/11/23 8:06,1-600506847
Org line C,Sweden,se,Mica,C_6,Queued,Medium,PROD104,2011/12/6 13:41,1-600506847
Org line C,Sweden,se,Vikingur,C_6,Accepted,Medium,PROD104,2011/12/6 13:42,1-600506847
Org line C,Sweden,se,Vikingur,C_6,Completed,Medium,PROD104,2012/1/27 13:40,1-600506847
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD96,2011/8/30 15:02,1-564528496
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD96,2011/8/30 15:06,1-564528496
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD96,2011/8/31 3:17,1-564528496
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD96,2011/8/31 3:17,1-564528496
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD96,2012/2/6 16:10,1-564528496
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD96,2012/2/6 20:38,1-564528496
Org line C,Sweden,se,Peter,E_7,Accepted,High,PROD673,2012/2/13 7:03,1-669804759
Org line C,Sweden,se,Peter,E_7,Completed,High,PROD673,2012/4/1 15:50,1-669804759
Org line C,INDIA,in,Vinay,E_8,Accepted,High,PROD597,2011/11/14 0:21,1-606724483
Org line C,INDIA,in,Vinay,E_8,Queued,High,PROD597,2011/11/14 0:25,1-606724483
Org line C,INDIA,in,Avishek,E_8,Accepted,High,PROD597,2011/12/19 14:56,1-606724483
Org line C,INDIA,in,Vinay,E_8,Accepted,High,PROD597,2012/2/17 9:18,1-606724483
Org line C,INDIA,in,Vinay,E_8,Completed,High,PROD597,2012/2/17 9:18,1-606724483
Org line C,Sweden,se,Gitt,E_2,Accepted,Low,PROD329,2011/11/10 10:46,1-605728578
Org line C,Sweden,se,Gitt,E_2,Accepted,Low,PROD329,2011/11/10 10:52,1-605728578
Org line C,Sweden,se,Gitt,E_2,Completed,Low,PROD329,2012/1/9 12:36,1-605728578
Org line G1,Sweden,se,Karin,E_6,Accepted,Major,PROD292,2012/1/9 6:56,1-636789520
Org line G1,Sweden,se,Karin,E_6,Completed,Major,PROD292,2012/2/20 7:57,1-636789520
Org line C,Mexico,mx,Cesar,E_6,Accepted,Medium,PROD572,2012/2/2 20:56,1-658259614
Org line C,Mexico,mx,Cesar,E_6,Completed,Medium,PROD572,2012/2/2 21:21,1-658259614
Org line G3,POLAND,us,Ewa,E_6,Accepted,Medium,PROD97,2012/4/18 12:18,1-722334217
Org line G3,POLAND,us,Ewa,E_6,Completed,Medium,PROD97,2012/4/18 12:24,1-722334217
Org line G4,Sweden,se,Peter,E_6,Accepted,Low,PROD286,2011/8/9 15:54,1-546693092
Org line G4,Sweden,se,Peter,E_6,Completed,Low,PROD286,2012/1/3 15:04,1-546693092
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/1/13 11:26,1-641243011
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/1/13 11:30,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Accepted,Medium,PROD236,2012/2/1 11:00,1-641243011
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/2/1 11:53,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Accepted,Medium,PROD236,2012/2/2 11:20,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Completed,Medium,PROD236,2012/2/2 11:22,1-641243011
Org line A2,France,fr,Veronique,A2_5,Accepted,High,PROD230,2011/3/2 14:18,1-505194015
Org line A2,France,fr,Veronique,A2_5,Completed,High,PROD230,2012/1/12 10:43,1-505194015
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:50,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:51,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:51,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/8 13:56,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2012/5/23 11:48,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Completed,Medium,PROD348,2012/5/28 5:16,1-603537274
Org line A2,POLAND,pl,Marcin,A2_3,Accepted,Medium,PROD791,2012/1/23 13:39,1-650241321
Org line A2,POLAND,pl,Marcin,A2_3,Completed,Medium,PROD791,2012/4/13 9:36,1-650241321
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/8/30 13:57,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Queued,Low,PROD566,2011/8/30 14:01,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/11/9 13:57,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/11/9 13:57,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Completed,Low,PROD566,2012/5/31 12:15,1-564433915
Org line C,Belgium,be,Peter,C_1,Accepted,Low,PROD394,2011/11/3 9:02,1-601433623
Org line C,Belgium,be,Peter,C_1,Completed,Low,PROD394,2012/1/12 10:06,1-601433623
Org line G3,USA,us,Carolyn,E_10,Accepted,Medium,PROD98,2010/11/8 10:27,1-417868043
Org line G3,USA,us,Carolyn,E_10,Queued,Medium,PROD98,2010/11/8 10:30,1-417868043
Org line G3,Sweden,us,Kannan,E_10,Accepted,Medium,PROD98,2010/11/8 10:55,1-417868043
Org line G3,USA,us,Carolyn,E_10,Accepted,Medium,PROD98,2010/11/8 10:55,1-417868043
Org line G3,Sweden,us,Santhosh,E_10,Accepted,Medium,PROD98,2010/11/11 14:18,1-417868043
Org line G3,Sweden,us,Santhosh,E_10,Accepted,Medium,PROD98,2010/11/11 14:20,1-417868043
Org line A2,Sweden,us,Niklas,A2_2,Queued,Medium,PROD98,2010/11/11 14:20,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/11 14:21,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/16 7:54,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/16 8:00,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2011/2/9 10:54,1-417868043
Org line A2,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD98,2011/2/16 10:45,1-417868043
Org line A2,Sweden,us,Hannes,A2_2,Queued,Medium,PROD98,2011/2/16 10:45,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/2/16 10:46,1-417868043
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD98,2011/2/16 10:54,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2011/2/16 10:55,1-417868043
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/1/30 12:05,1-417868043
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/1/30 12:06,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2010/10/14 14:01,1-409247778
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD97,2010/10/14 14:05,1-409247778
Org line G3,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD97,2010/10/15 10:48,1-409247778
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2010/10/15 10:48,1-409247778
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD97,2012/2/4 9:54,1-409247778
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD97,2012/2/4 10:10,1-409247778
Org line C,France,be,Nicolas,E_3,Accepted,Major,PROD436,2010/12/6 18:10,1-427614010
Org line C,France,be,Nicolas,E_3,Completed,Major,PROD436,2012/3/19 13:29,1-427614010
Org line C,INDIA,us,Prashant,E_4,Accepted,High,PROD793,2012/2/15 14:57,1-675685459
Org line C,INDIA,us,Prashant,E_4,Accepted,High,PROD793,2012/2/15 15:00,1-675685459
Org line C,INDIA,us,Prashant,E_4,Completed,High,PROD793,2012/2/27 11:44,1-675685459
Org line C,INDIA,us,Prashant,E_4,Accepted,High,PROD793,2012/3/7 7:20,1-675685459
Org line C,USA,us,Robert,E_4,Queued,High,PROD793,2012/3/7 7:22,1-675685459
Org line C,Sweden,us,Vaibhav,E_4,Accepted,High,PROD793,2012/3/12 18:20,1-675685459
Org line C,Sweden,us,Vaibhav,E_4,Completed,High,PROD793,2012/3/12 18:20,1-675685459
Org line A2,Sweden,in,Somil,D_1,Accepted,Medium,PROD611,2011/2/28 14:04,1-504498907
Org line A2,Sweden,in,Somil,D_1,Completed,Medium,PROD611,2012/1/3 12:45,1-504498907
Org line C,INDIA,in,-,E_7,Accepted,Low,PROD424,2011/12/22 16:18,1-628203323
Org line C,INDIA,in,-,E_7,Accepted,Low,PROD424,2011/12/22 16:21,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2011/12/26 15:36,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2011/12/27 10:05,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2012/1/17 20:43,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2012/4/3 20:11,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Completed,Low,PROD424,2012/5/8 1:29,1-628203323
Org line G3,USA,us,Carolyn,E_7,Accepted,Medium,PROD97,2011/9/13 10:59,1-573655864
Org line G3,USA,us,Carolyn,E_7,Queued,Medium,PROD97,2011/9/13 11:03,1-573655864
Org line G3,Sweden,us,SV,E_7,Accepted,Medium,PROD97,2011/9/13 11:25,1-573655864
Org line G3,USA,us,Carolyn,E_7,Accepted,Medium,PROD97,2011/9/13 11:26,1-573655864
Org line G3,POLAND,us,Ewa,E_7,Accepted,Medium,PROD97,2012/1/30 12:57,1-573655864
Org line G3,POLAND,us,Ewa,E_7,Completed,Medium,PROD97,2012/1/30 13:25,1-573655864
Org line A2,Brazil,se,Carlos,A2_3,Accepted,High,PROD412,2011/10/3 20:02,1-580464971
Org line A2,Brazil,se,Carlos,A2_3,Queued,High,PROD412,2011/12/9 11:34,1-580464971
Org line B,Brazil,se,Thiago,E_6,Accepted,High,PROD412,2011/12/19 12:54,1-580464971
Org line A2,Sweden,se,Viktoria,A2_3,Queued,High,PROD412,2011/12/19 13:01,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Accepted,High,PROD412,2012/2/20 9:37,1-580464971
Org line G4,Sweden,se,Adam,A2_3,Accepted,High,PROD412,2012/2/20 9:41,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Accepted,High,PROD412,2012/2/21 14:54,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Completed,High,PROD412,2012/2/21 14:54,1-580464971
Org line A2,POLAND,pl,Grzegorz,A2_3,Accepted,High,PROD791,2011/12/21 13:33,1-627532005
Org line A2,POLAND,pl,Grzegorz,A2_3,Accepted,High,PROD791,2011/12/21 13:33,1-627532005
Org line A2,POLAND,pl,Grzegorz,A2_3,Accepted,High,PROD791,2012/1/9 13:52,1-627532005
Org line A2,POLAND,pl,Grzegorz,A2_3,Completed,High,PROD791,2012/4/23 11:38,1-627532005
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD802,2011/10/18 14:07,1-589370341
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD802,2011/10/18 14:07,1-589370341
Org line A2,Sweden,se,Agneta,A2_3,Queued,Medium,PROD802,2011/10/18 14:10,1-589370341
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD802,2011/11/28 12:46,1-589370341
Org line A2,Sweden,se,Lars,A2_3,Accepted,Medium,PROD802,2011/12/12 9:22,1-589370341
Org line A2,Sweden,se,Stefan,A2_3,Accepted,Medium,PROD802,2012/2/6 14:32,1-589370341
Org line A2,Sweden,se,Stefan,A2_3,Completed,Medium,PROD802,2012/2/6 14:34,1-589370341
Org line C,Sweden,gb,Mats,E_4,Accepted,Medium,PROD793,2010/1/14 14:02,1-345255471
Org line C,Sweden,gb,Mats,E_4,Queued,Medium,PROD793,2010/1/15 14:10,1-345255471
Org line C,Sweden,gb,Mats,E_4,Queued,Medium,PROD793,2011/9/23 13:06,1-345255471
Org line C,Sweden,gb,Mats,E_4,Accepted,Medium,PROD793,2012/2/8 7:11,1-345255471
Org line C,Sweden,gb,Mats,E_4,Completed,Medium,PROD793,2012/2/8 7:14,1-345255471
Org line A2,China,se,Yue,A2_5,Accepted,Major,PROD92,2011/11/28 9:16,1-617389027
Org line A2,China,se,Yue,A2_5,Accepted,Major,PROD92,2011/11/30 1:11,1-617389027
Org line A2,China,se,Yue,A2_5,Completed,Major,PROD92,2012/1/5 1:06,1-617389027
Org line C,INDIA,us,Sathish,E_4,Accepted,Low,PROD219,2012/1/4 9:39,1-634447637
Org line C,INDIA,us,Sathish,E_4,Accepted,Low,PROD219,2012/1/4 9:42,1-634447637
Org line C,INDIA,us,Sathish,E_4,Accepted,Low,PROD219,2012/1/30 4:05,1-634447637
Org line C,INDIA,us,Sathish,E_4,Completed,Low,PROD219,2012/1/30 4:05,1-634447637
Org line C,Belgium,se,Peter,E_1,Queued,High,PROD188,2012/2/21 14:18,1-685134878
Org line C,Sweden,se,Karin,C_1,Accepted,High,PROD188,2012/2/22 8:03,1-685134878
Org line G4,Sweden,se,Ing-Marie,C_1,Queued,High,PROD188,2012/2/22 8:04,1-685134878
Org line C,Belgium,se,Peter,E_1,Queued,High,PROD188,2012/2/22 8:45,1-685134878
