org:group,resource country,organization country,resource,org:role,activity,impact,product,timestamp,case
Org line G4,Sweden,se,Per,A2_2,Accepted,Low,PROD374,2011/1/14 13:54:47,1-404084309
Org line G4,Sweden,se,Per,A2_2,Accepted,Low,PROD374,2012/2/29 14:32:37,1-404084309
Org line G4,Sweden,se,Per,A2_2,Completed,Low,PROD374,2012/2/29 14:32:38,1-404084309
Org line A2,POLAND,kr,Piotr,D_1,Accepted,Medium,PROD604,2011/4/28 14:29:42,1-521628291
Org line A2,POLAND,kr,Piotr,D_1,Completed,Medium,PROD604,2012/5/29 15:02:34,1-521628291
Org line G3,USA,us,Carolyn,D_1,Accepted,Medium,PROD98,2010/9/20 12:15:00,1-403006315
Org line G3,USA,us,Carolyn,D_1,Queued,Medium,PROD98,2010/9/20 12:24:14,1-403006315
Org line G3,Sweden,us,Kannan,D_1,Accepted,Medium,PROD98,2010/9/20 12:42:52,1-403006315
Org line G3,USA,us,Carolyn,D_1,Accepted,Medium,PROD98,2010/9/20 12:42:58,1-403006315
Org line A2,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD98,2010/9/23 18:38:14,1-403006315
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/9/23 18:38:22,1-403006315
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/9/24 7:53:49,1-403006315
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2010/9/24 8:50:48,1-403006315
Org line G3,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD98,2010/9/24 16:28:46,1-403006315
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2010/9/24 16:28:56,1-403006315
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/1/31 8:54:38,1-403006315
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/1/31 8:59:04,1-403006315
Org line C,Sweden,se,Maria,E_7,Queued,High,PROD153,2010/6/4 15:58:40,1-378050311
Org line C,Sweden,se,Peter,E_7,Accepted,High,PROD153,2010/6/22 9:37:32,1-378050311
Org line C,Belgium,se,Christophe,E_7,Accepted,High,PROD153,2010/6/22 11:51:32,1-378050311
Org line C,Sweden,se,Bo,E_7,Accepted,High,PROD153,2010/6/24 10:17:47,1-378050311
Org line C,Sweden,se,Peter,E_7,Accepted,High,PROD153,2010/7/9 9:03:29,1-378050311
Org line C,Sweden,se,Peter,E_7,Accepted,High,PROD153,2010/7/9 9:05:10,1-378050311
Org line C,Sweden,se,Maria,E_7,Queued,High,PROD153,2010/11/7 13:44:39,1-378050311
Org line C,Sweden,se,Peter,E_7,Accepted,High,PROD153,2010/11/8 12:35:26,1-378050311
Org line C,Sweden,se,Mattias,C_4,Queued,High,PROD153,2010/11/8 12:36:40,1-378050311
Org line C,Sweden,se,Per,C_4,Accepted,High,PROD153,2010/11/24 10:06:02,1-378050311
Org line C,Sweden,se,Per,C_4,Completed,High,PROD153,2010/11/24 12:46:08,1-378050311
Org line C,Sweden,se,Per,C_4,Accepted,High,PROD153,2010/11/24 15:23:23,1-378050311
Org line C,Sweden,se,Per,C_4,Completed,High,PROD153,2010/11/24 15:34:47,1-378050311
Org line C,Sweden,se,Per,C_4,Accepted,High,PROD153,2010/11/24 15:36:35,1-378050311
Org line F,Sweden,se,Craig,C_4,Queued,High,PROD153,2011/11/30 12:59:57,1-378050311
Org line F,Sweden,se,Stefan,C_4,Accepted,High,PROD153,2012/2/27 7:12:23,1-378050311
Org line F,Sweden,se,Stefan,C_4,Completed,High,PROD153,2012/2/27 7:13:44,1-378050311
Org line C,Sweden,se,Curt,E_1,Queued,High,PROD24,2011/6/28 14:57:00,1-537311033
Org line C,Sweden,se,Curt,C_1,Accepted,High,PROD24,2011/8/25 14:31:54,1-537311033
Org line C,Sweden,se,Curt,C_1,Completed,High,PROD24,2012/1/18 12:18:10,1-537311033
Org line C,Belgium,fr,Peter,E_1,Queued,Major,PROD816,2012/5/2 15:57:16,1-738626601
Org line C,France,fr,Raphael,C_1,Accepted,Major,PROD816,2012/5/2 15:57:39,1-738626601
Org line C,France,fr,Celine,V3_3,Accepted,Major,PROD816,2012/5/2 16:04:21,1-738626601
Org line C,France,fr,Celine,V3_3,Completed,Major,PROD816,2012/5/25 16:42:22,1-738626601
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2011/12/14 11:24:49,1-623521280
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2012/2/6 11:02:10,1-623521280
Org line A2,Sweden,se,Lisbeth,A2_5,Accepted,Medium,PROD320,2012/2/6 16:05:17,1-623521280
Org line A2,Sweden,se,Lisbeth,A2_5,Completed,Medium,PROD320,2012/3/9 14:45:01,1-623521280
Org line G3,USA,us,Carolyn,A2_5,Accepted,Medium,PROD97,2011/3/3 11:21:48,1-505443989
Org line G3,USA,us,Carolyn,A2_5,Queued,Medium,PROD97,2011/3/3 11:25:34,1-505443989
Org line G3,Sweden,us,Santhosh,A2_5,Accepted,Medium,PROD97,2011/3/3 11:29:49,1-505443989
Org line G3,USA,us,Carolyn,A2_5,Accepted,Medium,PROD97,2011/3/3 11:31:27,1-505443989
Org line G3,POLAND,us,Ewa,A2_5,Accepted,Medium,PROD97,2012/1/30 12:07:26,1-505443989
Org line G3,POLAND,us,Ewa,A2_5,Completed,Medium,PROD97,2012/1/30 12:08:04,1-505443989
Org line A2,POLAND,pl,Miroslawa,A2_3,Accepted,Medium,PROD791,2011/11/9 10:41:22,1-605184371
Org line A2,POLAND,pl,Miroslawa,A2_3,Accepted,Medium,PROD791,2011/12/9 11:47:46,1-605184371
Org line A2,POLAND,pl,Miroslawa,A2_3,Accepted,Medium,PROD791,2011/12/9 14:06:20,1-605184371
Org line A2,POLAND,pl,Bartosz,A2_3,Accepted,Medium,PROD791,2012/1/13 9:16:22,1-605184371
Org line A2,POLAND,pl,Bartosz,A2_3,Accepted,Medium,PROD791,2012/1/20 5:55:08,1-605184371
Org line A2,POLAND,pl,Bartosz,A2_3,Accepted,Medium,PROD791,2012/2/1 11:45:27,1-605184371
Org line A2,POLAND,pl,Bartosz,A2_3,Completed,Medium,PROD791,2012/4/13 9:10:39,1-605184371
Org line C,Sweden,in,Jonas,E_8,Accepted,Medium,PROD476,2011/8/23 7:55:53,1-560504546
Org line C,Sweden,in,Jonas,E_8,Queued,Medium,PROD476,2011/8/23 8:03:21,1-560504546
Org line C,INDIA,in,Karthick,E_8,Accepted,Medium,PROD476,2011/10/18 12:42:02,1-560504546
Org line C,INDIA,in,Karthick,E_8,Accepted,Medium,PROD476,2011/10/18 12:42:10,1-560504546
Org line C,INDIA,in,Venkata,E_8,Accepted,Medium,PROD476,2011/10/18 12:47:41,1-560504546
Org line C,INDIA,in,Venkata,E_8,Accepted,Medium,PROD476,2011/11/23 19:51:48,1-560504546
Org line C,Sweden,in,Venkata,E_8,Accepted,Medium,PROD476,2011/12/13 12:17:37,1-560504546
Org line C,Sweden,in,Venkata,E_8,Completed,Medium,PROD476,2012/1/18 10:57:12,1-560504546
Org line G4,Sweden,se,Eric,E_8,Accepted,Medium,PROD374,2011/10/3 12:50:45,1-580325905
Org line G4,Sweden,se,Eric,E_8,Completed,Medium,PROD374,2012/1/9 9:30:10,1-580325905
Org line V2,Sweden,se,Eva,E_8,Accepted,Medium,PROD451,2010/3/11 9:02:02,1-359781492
Org line V2,Sweden,se,Eva,E_8,Completed,Medium,PROD451,2012/3/15 13:27:03,1-359781492
Org line C,USA,us,Robert,E_4,Queued,High,PROD793,2011/11/1 15:12:37,1-599626401
Org line C,USA,us,Joshua,E_4,Accepted,High,PROD793,2011/11/7 7:23:28,1-599626401
Org line C,USA,us,Robert,E_4,Accepted,High,PROD793,2012/1/6 17:54:50,1-599626401
Org line C,USA,us,Robert,E_4,Completed,High,PROD793,2012/1/6 17:56:19,1-599626401
Org line A2,Sweden,se,Michael,A2_4,Accepted,Medium,PROD563,2011/5/4 12:57:47,1-523027945
Org line A2,Sweden,se,Michael,A2_4,Accepted,Medium,PROD563,2012/4/25 11:54:18,1-523027945
Org line A2,Sweden,se,Michael,A2_4,Completed,Medium,PROD563,2012/4/25 11:55:34,1-523027945
Org line G3,USA,us,Carolyn,A2_4,Accepted,Low,PROD95,2010/4/16 16:34:49,1-367648732
Org line G3,USA,us,Carolyn,A2_4,Queued,Low,PROD95,2010/4/16 16:42:36,1-367648732
Org line G3,Sweden,us,Naga,A2_4,Accepted,Low,PROD95,2010/4/16 23:40:43,1-367648732
Org line G3,USA,us,Carolyn,A2_4,Accepted,Low,PROD95,2010/4/16 23:42:50,1-367648732
Org line G3,POLAND,us,Ewa,A2_4,Accepted,Low,PROD95,2012/1/30 11:43:05,1-367648732
Org line G3,POLAND,us,Ewa,A2_4,Completed,Low,PROD95,2012/1/30 11:44:31,1-367648732
Org line F,Sweden,se,Craig,A2_4,Accepted,Low,PROD812,2011/11/1 0:38:21,1-599158067
Org line F,Sweden,se,Craig,A2_4,Queued,Low,PROD812,2011/11/1 0:42:00,1-599158067
Org line F,Sweden,se,Lennart,A2_4,Accepted,Low,PROD812,2011/11/1 6:57:38,1-599158067
Org line F,Sweden,se,Johan,A2_4,Accepted,Low,PROD812,2011/11/1 8:18:38,1-599158067
Org line F,Sweden,se,Johan,A2_4,Completed,Low,PROD812,2012/1/4 11:36:05,1-599158067
Org line G4,Sweden,se,Roland,A2_4,Accepted,Medium,PROD374,2012/3/8 9:24:42,1-694794065
Org line G4,Sweden,se,Roland,A2_4,Accepted,Medium,PROD374,2012/3/8 9:26:18,1-694794065
Org line G4,Sweden,se,Roland,A2_4,Accepted,Medium,PROD374,2012/3/8 11:37:47,1-694794065
Org line G4,Sweden,se,Roland,A2_4,Completed,Medium,PROD374,2012/3/22 13:27:32,1-694794065
Org line G4,Sweden,se,Rickard,A2_4,Accepted,Low,PROD448,2011/11/15 13:15:57,1-607840637
Org line G4,Sweden,se,Rickard,A2_4,Completed,Low,PROD448,2012/1/27 12:46:02,1-607840637
Org line A2,Sweden,se,Pär,A2_5,Accepted,Medium,PROD461,2012/2/6 9:32:53,1-659239126
Org line A2,Sweden,se,Pär,A2_5,Accepted,Medium,PROD461,2012/2/6 9:34:28,1-659239126
Org line A2,Sweden,se,Pär,A2_5,Completed,Medium,PROD461,2012/4/24 14:29:36,1-659239126
Org line A2,France,fr,Veronique,A2_5,Accepted,High,PROD230,2011/6/21 8:47:26,1-535393553
Org line A2,France,fr,Veronique,A2_5,Completed,High,PROD230,2012/1/12 10:45:27,1-535393553
Org line G4,Sweden,se,Mikael,A2_5,Accepted,High,PROD374,2012/1/7 10:40:01,1-636501102
Org line G4,Sweden,se,Mikael,A2_5,Completed,High,PROD374,2012/1/30 17:01:01,1-636501102
Org line C,INDIA,in,Venkanna,E_8,Accepted,Major,PROD476,2012/4/18 8:19:44,1-722041657
Org line C,INDIA,in,Venkanna,E_8,Completed,Major,PROD476,2012/4/23 8:52:52,1-722041657
Org line C,Sweden,se,Ann-Charlotte,E_10,Accepted,Medium,PROD104,2011/11/2 9:38:33,1-600506847
Org line C,Sweden,se,Ann-Charlotte,E_10,Queued,Medium,PROD104,2011/11/2 9:49:55,1-600506847
Org line C,Sweden,se,Anders,E_10,Accepted,Medium,PROD104,2011/11/16 8:54:15,1-600506847
Org line C,Sweden,se,Peter,E_10,Queued,Medium,PROD104,2011/11/16 9:49:09,1-600506847
Org line C,Sweden,se,Mica,C_6,Queued,Medium,PROD104,2011/11/16 9:54:37,1-600506847
Org line C,Sweden,se,Mica,C_6,Accepted,Medium,PROD104,2011/11/17 6:43:46,1-600506847
Org line C,Sweden,se,Mårten,C_6,Accepted,Medium,PROD104,2011/11/17 8:13:49,1-600506847
Org line C,Sweden,se,Peter,E_10,Queued,Medium,PROD104,2011/11/17 8:17:35,1-600506847
Org line C,Sweden,se,Magnus,E_10,Accepted,Medium,PROD104,2011/11/17 8:18:13,1-600506847
Org line C,Sweden,se,Mica,C_6,Queued,Medium,PROD104,2011/11/17 13:29:20,1-600506847
Org line C,Sweden,se,Erik,C_6,Accepted,Medium,PROD104,2011/11/17 13:46:54,1-600506847
Org line C,Sweden,se,Vikingur,C_6,Accepted,Medium,PROD104,2011/11/23 8:06:21,1-600506847
Org line C,Sweden,se,Mica,C_6,Queued,Medium,PROD104,2011/12/6 13:41:54,1-600506847
Org line C,Sweden,se,Vikingur,C_6,Accepted,Medium,PROD104,2011/12/6 13:42:41,1-600506847
Org line C,Sweden,se,Vikingur,C_6,Completed,Medium,PROD104,2012/1/27 13:40:19,1-600506847
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD96,2011/8/30 15:02:47,1-564528496
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD96,2011/8/30 15:06:37,1-564528496
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD96,2011/8/31 3:17:34,1-564528496
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD96,2011/8/31 3:17:43,1-564528496
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD96,2012/2/6 16:10:21,1-564528496
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD96,2012/2/6 20:38:59,1-564528496
Org line C,Sweden,se,Peter,E_7,Accepted,High,PROD673,2012/2/13 7:03:37,1-669804759
Org line C,Sweden,se,Peter,E_7,Completed,High,PROD673,2012/4/1 15:50:09,1-669804759
Org line C,INDIA,in,Vinay,E_8,Accepted,High,PROD597,2011/11/14 0:21:36,1-606724483
Org line C,INDIA,in,Vinay,E_8,Queued,High,PROD597,2011/11/14 0:25:05,1-606724483
Org line C,INDIA,in,Avishek,E_8,Accepted,High,PROD597,2011/12/19 14:56:47,1-606724483
Org line C,INDIA,in,Vinay,E_8,Accepted,High,PROD597,2012/2/17 9:18:34,1-606724483
Org line C,INDIA,in,Vinay,E_8,Completed,High,PROD597,2012/2/17 9:18:42,1-606724483
Org line C,Sweden,se,Gitt,E_2,Accepted,Low,PROD329,2011/11/10 10:46:15,1-605728578
Org line C,Sweden,se,Gitt,E_2,Accepted,Low,PROD329,2011/11/10 10:52:04,1-605728578
Org line C,Sweden,se,Gitt,E_2,Completed,Low,PROD329,2012/1/9 12:36:47,1-605728578
Org line G1,Sweden,se,Karin,E_6,Accepted,Major,PROD292,2012/1/9 6:56:13,1-636789520
Org line G1,Sweden,se,Karin,E_6,Completed,Major,PROD292,2012/2/20 7:57:45,1-636789520
Org line C,Mexico,mx,Cesar,E_6,Accepted,Medium,PROD572,2012/2/2 20:56:06,1-658259614
Org line C,Mexico,mx,Cesar,E_6,Completed,Medium,PROD572,2012/2/2 21:21:44,1-658259614
Org line G3,POLAND,us,Ewa,E_6,Accepted,Medium,PROD97,2012/4/18 12:18:03,1-722334217
Org line G3,POLAND,us,Ewa,E_6,Completed,Medium,PROD97,2012/4/18 12:24:14,1-722334217
Org line G4,Sweden,se,Peter,E_6,Accepted,Low,PROD286,2011/8/9 15:54:06,1-546693092
Org line G4,Sweden,se,Peter,E_6,Completed,Low,PROD286,2012/1/3 15:04:17,1-546693092
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/1/13 11:26:50,1-641243011
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/1/13 11:30:57,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Accepted,Medium,PROD236,2012/2/1 11:00:33,1-641243011
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2012/2/1 11:53:18,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Accepted,Medium,PROD236,2012/2/2 11:20:48,1-641243011
Org line A2,POLAND,gb,Tomasz,A2_1,Completed,Medium,PROD236,2012/2/2 11:22:16,1-641243011
Org line A2,France,fr,Veronique,A2_5,Accepted,High,PROD230,2011/3/2 14:18:00,1-505194015
Org line A2,France,fr,Veronique,A2_5,Completed,High,PROD230,2012/1/12 10:43:58,1-505194015
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:50:44,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:51:29,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/7 5:51:56,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2011/11/8 13:56:57,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Accepted,Medium,PROD348,2012/5/23 11:48:56,1-603537274
Org line C,INDIA,us,KumarGuru,E_4,Completed,Medium,PROD348,2012/5/28 5:16:32,1-603537274
Org line A2,POLAND,pl,Marcin,A2_3,Accepted,Medium,PROD791,2012/1/23 13:39:44,1-650241321
Org line A2,POLAND,pl,Marcin,A2_3,Completed,Medium,PROD791,2012/4/13 9:36:39,1-650241321
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/8/30 13:57:03,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Queued,Low,PROD566,2011/8/30 14:01:59,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/11/9 13:57:11,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Accepted,Low,PROD566,2011/11/9 13:57:17,1-564433915
Org line A2,Sweden,se,Christofer,A2_1,Completed,Low,PROD566,2012/5/31 12:15:22,1-564433915
Org line C,Belgium,be,Peter,C_1,Accepted,Low,PROD394,2011/11/3 9:02:34,1-601433623
Org line C,Belgium,be,Peter,C_1,Completed,Low,PROD394,2012/1/12 10:06:35,1-601433623
Org line G3,USA,us,Carolyn,E_10,Accepted,Medium,PROD98,2010/11/8 10:27:05,1-417868043
Org line G3,USA,us,Carolyn,E_10,Queued,Medium,PROD98,2010/11/8 10:30:20,1-417868043
Org line G3,Sweden,us,Kannan,E_10,Accepted,Medium,PROD98,2010/11/8 10:55:05,1-417868043
Org line G3,USA,us,Carolyn,E_10,Accepted,Medium,PROD98,2010/11/8 10:55:14,1-417868043
Org line G3,Sweden,us,Santhosh,E_10,Accepted,Medium,PROD98,2010/11/11 14:18:11,1-417868043
Org line G3,Sweden,us,Santhosh,E_10,Accepted,Medium,PROD98,2010/11/11 14:20:41,1-417868043
Org line A2,Sweden,us,Niklas,A2_2,Queued,Medium,PROD98,2010/11/11 14:20:54,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/11 14:21:28,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/16 7:54:16,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/11/16 8:00:17,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2011/2/9 10:54:19,1-417868043
Org line A2,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD98,2011/2/16 10:45:37,1-417868043
Org line A2,Sweden,us,Hannes,A2_2,Queued,Medium,PROD98,2011/2/16 10:45:45,1-417868043
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/2/16 10:46:16,1-417868043
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD98,2011/2/16 10:54:51,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2011/2/16 10:55:10,1-417868043
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/1/30 12:05:37,1-417868043
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/1/30 12:06:01,1-417868043
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2010/10/14 14:01:51,1-409247778
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD97,2010/10/14 14:05:01,1-409247778
Org line G3,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD97,2010/10/15 10:48:49,1-409247778
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2010/10/15 10:48:57,1-409247778
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD97,2012/2/4 9:54:04,1-409247778
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD97,2012/2/4 10:10:14,1-409247778
Org line C,France,be,Nicolas,E_3,Accepted,Major,PROD436,2010/12/6 18:10:24,1-427614010
Org line C,France,be,Nicolas,E_3,Completed,Major,PROD436,2012/3/19 13:29:13,1-427614010
Org line C,INDIA,us,Prashant,E_4,Accepted,High,PROD793,2012/2/15 14:57:25,1-675685459
Org line C,INDIA,us,Prashant,E_4,Accepted,High,PROD793,2012/2/15 15:00:08,1-675685459
Org line C,INDIA,us,Prashant,E_4,Completed,High,PROD793,2012/2/27 11:44:46,1-675685459
Org line C,INDIA,us,Prashant,E_4,Accepted,High,PROD793,2012/3/7 7:20:08,1-675685459
Org line C,USA,us,Robert,E_4,Queued,High,PROD793,2012/3/7 7:22:21,1-675685459
Org line C,Sweden,us,Vaibhav,E_4,Accepted,High,PROD793,2012/3/12 18:20:37,1-675685459
Org line C,Sweden,us,Vaibhav,E_4,Completed,High,PROD793,2012/3/12 18:20:52,1-675685459
Org line A2,Sweden,in,Somil,D_1,Accepted,Medium,PROD611,2011/2/28 14:04:04,1-504498907
Org line A2,Sweden,in,Somil,D_1,Completed,Medium,PROD611,2012/1/3 12:45:32,1-504498907
Org line C,INDIA,in,-,E_7,Accepted,Low,PROD424,2011/12/22 16:18:37,1-628203323
Org line C,INDIA,in,-,E_7,Accepted,Low,PROD424,2011/12/22 16:21:45,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2011/12/26 15:36:48,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2011/12/27 10:05:29,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2012/1/17 20:43:17,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Accepted,Low,PROD424,2012/4/3 20:11:09,1-628203323
Org line C,INDIA,in,Rajkishore,E_7,Completed,Low,PROD424,2012/5/8 1:29:27,1-628203323
Org line G3,USA,us,Carolyn,E_7,Accepted,Medium,PROD97,2011/9/13 10:59:02,1-573655864
Org line G3,USA,us,Carolyn,E_7,Queued,Medium,PROD97,2011/9/13 11:03:04,1-573655864
Org line G3,Sweden,us,SV,E_7,Accepted,Medium,PROD97,2011/9/13 11:25:42,1-573655864
Org line G3,USA,us,Carolyn,E_7,Accepted,Medium,PROD97,2011/9/13 11:26:18,1-573655864
Org line G3,POLAND,us,Ewa,E_7,Accepted,Medium,PROD97,2012/1/30 12:57:57,1-573655864
Org line G3,POLAND,us,Ewa,E_7,Completed,Medium,PROD97,2012/1/30 13:25:19,1-573655864
Org line A2,Brazil,se,Carlos,A2_3,Accepted,High,PROD412,2011/10/3 20:02:40,1-580464971
Org line A2,Brazil,se,Carlos,A2_3,Queued,High,PROD412,2011/12/9 11:34:50,1-580464971
Org line B,Brazil,se,Thiago,E_6,Accepted,High,PROD412,2011/12/19 12:54:48,1-580464971
Org line A2,Sweden,se,Viktoria,A2_3,Queued,High,PROD412,2011/12/19 13:01:51,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Accepted,High,PROD412,2012/2/20 9:37:04,1-580464971
Org line G4,Sweden,se,Adam,A2_3,Accepted,High,PROD412,2012/2/20 9:41:00,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Accepted,High,PROD412,2012/2/21 14:54:11,1-580464971
Org line G4,Sweden,se,Gustav,A2_3,Completed,High,PROD412,2012/2/21 14:54:13,1-580464971
Org line A2,POLAND,pl,Grzegorz,A2_3,Accepted,High,PROD791,2011/12/21 13:33:20,1-627532005
Org line A2,POLAND,pl,Grzegorz,A2_3,Accepted,High,PROD791,2011/12/21 13:33:49,1-627532005
Org line A2,POLAND,pl,Grzegorz,A2_3,Accepted,High,PROD791,2012/1/9 13:52:30,1-627532005
Org line A2,POLAND,pl,Grzegorz,A2_3,Completed,High,PROD791,2012/4/23 11:38:19,1-627532005
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD802,2011/10/18 14:07:28,1-589370341
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD802,2011/10/18 14:07:50,1-589370341
Org line A2,Sweden,se,Agneta,A2_3,Queued,Medium,PROD802,2011/10/18 14:10:17,1-589370341
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD802,2011/11/28 12:46:11,1-589370341
Org line A2,Sweden,se,Lars,A2_3,Accepted,Medium,PROD802,2011/12/12 9:22:13,1-589370341
Org line A2,Sweden,se,Stefan,A2_3,Accepted,Medium,PROD802,2012/2/6 14:32:02,1-589370341
Org line A2,Sweden,se,Stefan,A2_3,Completed,Medium,PROD802,2012/2/6 14:34:54,1-589370341
Org line C,Sweden,gb,Mats,E_4,Accepted,Medium,PROD793,2010/1/14 14:02:21,1-345255471
Org line C,Sweden,gb,Mats,E_4,Queued,Medium,PROD793,2010/1/15 14:10:22,1-345255471
Org line C,Sweden,gb,Mats,E_4,Queued,Medium,PROD793,2011/9/23 13:06:05,1-345255471
Org line C,Sweden,gb,Mats,E_4,Accepted,Medium,PROD793,2012/2/8 7:11:21,1-345255471
Org line C,Sweden,gb,Mats,E_4,Completed,Medium,PROD793,2012/2/8 7:14:29,1-345255471
Org line A2,China,se,Yue,A2_5,Accepted,Major,PROD92,2011/11/28 9:16:12,1-617389027
