case,activity,timestamp,resource,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9
2562,Assign seriousness,2010/5/28 9:00:17,Value 15,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2562,Assign seriousness,2010/5/28 16:02:49,Value 2,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2562,Take in charge ticket,2010/5/28 16:03:05,Value 2,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2562,Resolve ticket,2010/6/1 10:03:43,Value 2,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2562,Closed,2010/7/7 15:40:18,Value 5,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
4436,Assign seriousness,2011/9/23 7:06:00,Value 1,Value 1,Value 222,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
4436,Take in charge ticket,2011/9/26 13:38:29,Value 1,Value 1,Value 222,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
4436,Resolve ticket,2011/9/29 8:42:06,Value 1,Value 1,Value 222,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
4436,Take in charge ticket,2011/9/29 9:23:39,Value 1,Value 1,Value 222,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
4436,Resolve ticket,2011/9/30 14:00:08,Value 6,Value 1,Value 222,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
4436,Closed,2011/11/10 8:10:26,Value 5,Value 1,Value 222,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
4339,Assign seriousness,2010/7/22 15:27:31,Value 19,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4339,Assign seriousness,2010/7/26 8:13:14,Value 2,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4339,Take in charge ticket,2010/7/28 10:48:47,Value 6,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4339,Resolve ticket,2010/7/28 10:49:16,Value 6,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4339,Closed,2010/9/4 15:30:30,Value 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
16,Assign seriousness,2012/2/22 14:16:52,Value 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
16,Take in charge ticket,2012/2/22 16:14:07,Value 9,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
16,Take in charge ticket,2012/2/22 16:23:57,Value 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
16,Resolve ticket,2012/2/23 9:47:38,Value 9,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
16,Closed,2012/3/24 14:20:19,Value 5,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
113,Insert ticket,2010/5/6 15:51:48,Value 12,Value 1,Value 9,Value 3,Value 1,Value 3,Value 4,Value 1,Value 1,Value 1
113,Assign seriousness,2010/5/24 10:23:15,Value 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
113,Take in charge ticket,2010/5/25 13:48:24,Value 12,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
113,Resolve ticket,2010/5/25 14:11:28,Value 12,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
113,Closed,2010/6/9 14:11:39,Value 5,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3966,Assign seriousness,2011/3/8 15:24:32,Value 8,Value 1,Value 299,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3966,Take in charge ticket,2011/3/8 15:24:56,Value 8,Value 1,Value 299,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3966,Wait,2011/3/9 11:31:20,Value 2,Value 1,Value 299,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3966,Take in charge ticket,2011/3/9 12:07:54,Value 2,Value 1,Value 299,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3966,Resolve ticket,2011/3/9 12:08:03,Value 2,Value 1,Value 299,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3966,Closed,2011/4/30 14:52:44,Value 5,Value 1,Value 299,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3567,Assign seriousness,2013/11/25 17:10:08,Value 18,Value 1,Value 106,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
3567,Take in charge ticket,2013/11/26 9:50:40,Value 18,Value 1,Value 106,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
3567,Wait,2013/11/27 11:04:25,Value 18,Value 1,Value 106,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
3567,Resolve ticket,2013/12/16 10:04:47,Value 18,Value 1,Value 106,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
3567,Closed,2013/12/31 10:05:04,Value 3,Value 1,Value 106,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
4543,Assign seriousness,2011/1/11 10:42:26,Value 8,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4543,Take in charge ticket,2011/1/11 11:16:26,Value 2,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4543,Take in charge ticket,2011/1/11 11:16:56,Value 2,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4543,Take in charge ticket,2011/1/18 8:14:59,Value 2,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4543,Resolve ticket,2011/1/21 15:23:44,Value 8,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4543,Closed,2011/2/11 10:50:20,Value 5,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1974,Assign seriousness,2012/5/29 16:01:41,Value 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1974,Take in charge ticket,2012/5/30 7:08:49,Value 6,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1974,Resolve ticket,2012/5/30 8:15:17,Value 6,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1974,Closed,2012/7/27 16:00:34,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3639,Assign seriousness,2010/12/31 9:29:20,Value 6,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3639,Take in charge ticket,2010/12/31 9:36:42,Value 6,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3639,Resolve ticket,2010/12/31 9:36:52,Value 6,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3639,Closed,2011/2/13 9:31:01,Value 5,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
419,Assign seriousness,2010/7/2 10:37:18,Value 9,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
419,Take in charge ticket,2010/7/2 13:38:42,Value 2,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
419,Wait,2010/7/2 13:39:52,Value 2,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
419,Take in charge ticket,2010/7/13 15:01:23,Value 2,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
419,Resolve ticket,2010/7/13 15:01:37,Value 2,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
419,Closed,2010/8/4 10:40:46,Value 5,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
250,Assign seriousness,2011/2/22 17:06:59,Value 13,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
250,Take in charge ticket,2011/2/22 17:07:16,Value 13,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
250,Resolve ticket,2011/2/28 10:43:36,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
250,Closed,2011/4/7 16:00:44,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
2242,Assign seriousness,2012/4/23 15:07:23,Value 13,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2242,Take in charge ticket,2012/4/23 15:34:43,Value 13,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2242,Resolve ticket,2012/4/27 14:29:08,Value 1,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2242,Closed,2012/6/8 15:12:23,Value 5,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4397,Assign seriousness,2012/2/3 8:38:06,Value 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4397,Take in charge ticket,2012/2/3 8:38:15,Value 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4397,Resolve ticket,2012/2/3 10:48:08,Value 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4397,Closed,2012/3/14 8:40:26,Value 5,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1494,Assign seriousness,2010/9/1 14:54:35,Value 14,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
1494,Assign seriousness,2010/9/1 15:01:57,Value 2,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
1494,Take in charge ticket,2010/9/1 16:05:15,Value 11,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
1494,Resolve ticket,2010/9/1 16:05:28,Value 11,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
1494,Closed,2010/10/2 15:00:28,Value 5,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
260,Assign seriousness,2010/10/18 13:15:06,Value 14,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
260,Assign seriousness,2010/10/18 13:29:40,Value 14,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
260,Take in charge ticket,2010/10/19 10:17:06,Value 14,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
260,Resolve ticket,2010/11/15 13:47:26,Value 14,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
260,Closed,2010/11/30 13:47:45,Value 5,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2434,Assign seriousness,2011/10/6 14:37:06,Value 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2434,Take in charge ticket,2011/10/6 14:46:24,Value 4,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2434,Resolve ticket,2011/10/14 15:46:18,Value 4,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2434,Closed,2011/11/19 15:40:18,Value 5,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
340,Assign seriousness,2012/3/6 11:18:20,Value 1,Value 1,Value 89,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
340,Take in charge ticket,2012/3/6 16:53:18,Value 13,Value 1,Value 89,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
340,Wait,2012/3/14 10:55:59,Value 13,Value 1,Value 89,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
340,Resolve ticket,2012/3/15 16:03:14,Value 13,Value 1,Value 89,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
340,Closed,2012/4/27 15:42:52,Value 5,Value 1,Value 89,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1751,Assign seriousness,2012/7/17 12:47:20,Value 1,Value 1,Value 275,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1751,Take in charge ticket,2012/7/17 13:49:31,Value 13,Value 1,Value 275,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1751,Resolve ticket,2012/7/18 12:44:16,Value 13,Value 1,Value 275,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1751,Closed,2012/9/1 12:50:16,Value 5,Value 1,Value 275,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3592,Assign seriousness,2013/8/22 12:42:43,Value 1,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3592,Take in charge ticket,2013/8/22 12:43:15,Value 1,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3592,Wait,2013/9/9 7:02:23,Value 1,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3592,Resolve ticket,2013/9/9 10:30:21,Value 1,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3592,Closed,2013/9/24 10:30:34,Value 3,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
411,Assign seriousness,2010/11/26 17:02:49,Value 2,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
411,Take in charge ticket,2010/12/7 14:00:09,Value 14,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
411,Resolve ticket,2010/12/10 13:25:46,Value 14,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
411,Closed,2011/1/12 17:01:50,Value 5,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2948,Assign seriousness,2011/12/1 13:08:57,Value 1,Value 1,Value 317,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2948,Take in charge ticket,2011/12/2 16:18:20,Value 13,Value 1,Value 317,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2948,Resolve ticket,2011/12/9 11:00:58,Value 13,Value 1,Value 317,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2948,Closed,2012/1/3 13:10:17,Value 5,Value 1,Value 317,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1138,Assign seriousness,2012/1/9 16:23:38,Value 1,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1138,Take in charge ticket,2012/1/9 16:23:57,Value 1,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1138,Resolve ticket,2012/1/17 11:49:33,Value 13,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1138,Closed,2012/3/8 16:30:40,Value 5,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2537,Assign seriousness,2011/2/10 11:41:08,Value 8,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2537,Take in charge ticket,2011/2/10 11:41:55,Value 8,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2537,Resolve ticket,2011/2/14 14:01:29,Value 2,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2537,Closed,2011/4/3 7:12:00,Value 5,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
374,Assign seriousness,2012/12/4 13:37:06,Value 1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
374,Take in charge ticket,2012/12/6 9:50:44,Value 4,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
374,Wait,2012/12/6 10:52:18,Value 1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
374,Resolve ticket,2013/1/11 16:56:00,Value 1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
374,Closed,2013/1/26 16:56:20,Value 3,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1602,Assign seriousness,2012/3/21 14:50:05,Value 1,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1602,Take in charge ticket,2012/3/22 13:24:03,Value 13,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1602,Resolve ticket,2012/3/27 9:59:27,Value 13,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1602,Closed,2012/4/21 14:00:28,Value 5,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3047,Assign seriousness,2011/9/21 8:19:32,Value 1,Value 1,Value 204,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3047,Take in charge ticket,2011/9/21 8:20:25,Value 13,Value 1,Value 204,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3047,Resolve ticket,2011/9/21 14:34:42,Value 13,Value 1,Value 204,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3047,Closed,2011/10/22 8:20:23,Value 5,Value 1,Value 204,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3292,Assign seriousness,2010/8/2 14:11:07,Value 9,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3292,Take in charge ticket,2010/8/2 15:12:28,Value 9,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3292,Wait,2010/8/2 15:14:30,Value 9,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3292,Take in charge ticket,2010/8/3 7:58:31,Value 9,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3292,Resolve ticket,2010/8/3 7:59:14,Value 9,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3292,Closed,2010/9/2 14:20:17,Value 5,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
513,Assign seriousness,2011/3/30 10:44:58,Value 8,Value 1,Value 184,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
513,Take in charge ticket,2011/3/30 10:45:26,Value 8,Value 1,Value 184,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
513,Resolve ticket,2011/4/4 8:35:45,Value 8,Value 1,Value 184,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
513,Closed,2011/5/6 10:50:29,Value 5,Value 1,Value 184,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2802,Assign seriousness,2011/2/15 9:38:24,Value 8,Value 1,Value 358,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2802,Take in charge ticket,2011/2/15 9:39:26,Value 8,Value 1,Value 358,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2802,Resolve ticket,2011/2/15 10:48:30,Value 9,Value 1,Value 358,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2802,Closed,2011/3/18 9:40:22,Value 5,Value 1,Value 358,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
605,Assign seriousness,2011/4/4 13:06:22,Value 8,Value 1,Value 166,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
605,Take in charge ticket,2011/4/4 13:06:59,Value 8,Value 1,Value 166,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
605,Resolve ticket,2011/4/4 14:28:46,Value 13,Value 1,Value 166,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
605,Closed,2011/5/5 13:10:38,Value 5,Value 1,Value 166,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3650,Assign seriousness,2011/7/1 14:03:56,Value 9,Value 1,Value 382,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3650,Take in charge ticket,2011/7/6 13:35:44,Value 13,Value 1,Value 382,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3650,Wait,2011/7/6 14:13:26,Value 13,Value 1,Value 382,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3650,Resolve ticket,2011/7/11 13:05:39,Value 13,Value 1,Value 382,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3650,Closed,2011/8/6 13:00:34,Value 5,Value 1,Value 382,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1084,Assign seriousness,2012/4/24 8:13:17,Value 2,Value 1,Value 260,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1084,Take in charge ticket,2012/5/23 15:46:12,Value 4,Value 1,Value 260,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1084,Resolve ticket,2012/5/30 7:20:16,Value 4,Value 1,Value 260,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1084,Closed,2012/6/14 7:20:36,Value 5,Value 1,Value 260,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1604,Assign seriousness,2013/2/6 14:59:57,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1604,Take in charge ticket,2013/2/22 8:23:35,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1604,Wait,2013/2/22 13:46:07,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1604,Resolve ticket,2013/3/13 15:09:37,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1604,Closed,2013/3/28 15:09:54,Value 3,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
761,Assign seriousness,2011/8/12 14:34:43,Value 9,Value 1,Value 163,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
761,Take in charge ticket,2011/8/29 10:16:10,Value 2,Value 1,Value 163,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
